timestep,age,mean,std,mode,2.5%,25%,50%,75%,97.5%
15926,796.355,4.007095223,1.464939658,3.936117713,1.34906014,2.925495014,3.987698898,5.046780057,6.707245841
15927,796.405,4.007511824,1.464805877,3.935968037,1.350169996,2.926217125,3.987928297,5.047657249,6.707685926
15928,796.455,4.007928758,1.464672308,3.935820804,1.351022908,2.927024609,3.988157695,5.047987945,6.707949331
15929,796.505,4.008345729,1.46453933,3.935676688,1.352170432,2.927614014,3.988389341,5.04884146,6.709457121
15930,796.555,4.008763148,1.464406544,3.935535765,1.353228326,2.927292362,3.988748111,5.049270096,6.709519701
15931,796.605,4.009181919,1.464272942,3.935412828,1.354240998,2.926475911,3.989070075,5.049414061,6.709513793
15932,796.655,4.009600743,1.464140027,3.935309897,1.355253671,2.926840923,3.989744278,5.05052685,6.710594425
15933,796.705,4.010019696,1.464007812,3.935241154,1.355464409,2.928494932,3.989946157,5.051240243,6.710611242
15934,796.755,4.010438954,1.463875985,3.935176035,1.355670688,2.929288007,3.990173554,5.051707277,6.710611963
15935,796.805,4.010857911,1.463742991,3.93511461,1.355879271,2.929176224,3.990371028,5.051942145,6.71113802
15936,796.855,4.011276493,1.463607428,3.935056466,1.356087853,2.930264064,3.990595559,5.052283073,6.711317185
15937,796.905,4.011695121,1.463472447,3.935003139,1.357070567,2.932255127,3.990670447,5.052505181,6.711154635
15938,796.955,4.012113749,1.4633381,3.934954547,1.358498126,2.933367873,3.991131529,5.052275285,6.711519893
15939,797.005,4.01253246,1.463204386,3.934922309,1.359925684,2.933720186,3.991564756,5.051753361,6.711885151
15940,797.055,4.012951533,1.463071212,3.934895272,1.360649528,2.934601267,3.991819567,5.051582852,6.712250408
15941,797.105,4.0133708,1.462937739,3.934861111,1.361438779,2.935652958,3.992183548,5.051613418,6.71219927
15942,797.155,4.013790139,1.462804825,3.934833666,1.364234215,2.936368934,3.992473791,5.051993546,6.711970968
15943,797.205,4.014210108,1.462671967,3.934864353,1.365651235,2.937250578,3.992716986,5.051745482,6.711742666
15944,797.255,4.014630805,1.462538879,3.934924598,1.366831443,2.937738581,3.993184364,5.05141295,6.711941533
15945,797.305,4.015051967,1.462405501,3.935006308,1.367905783,2.937793862,3.993855634,5.051899909,6.712193768
15946,797.355,4.015473204,1.462272186,3.935109432,1.369108097,2.938268397,3.994294179,5.052335011,6.712431141
15947,797.405,4.015894302,1.462139054,3.935229291,1.36969604,2.938873651,3.994950788,5.0520718,6.713846508
15948,797.455,4.016315698,1.462006455,3.935387268,1.370283983,2.939413091,3.995714624,5.052918392,6.715328068
15949,797.505,4.016737228,1.461874459,3.935564643,1.370897386,2.939958394,3.99673244,5.053924604,6.715701083
15950,797.555,4.017158777,1.461743085,3.935750548,1.372785581,2.94053507,3.997880806,5.053724383,6.716074099
15951,797.605,4.017580352,1.461612325,3.935939544,1.374737265,2.94130244,3.998273729,5.05341682,6.716447114
15952,797.655,4.018002284,1.461482006,3.93610134,1.37575239,2.941882534,3.998352465,5.053501778,6.716820129
15953,797.705,4.018424779,1.461351731,3.936269876,1.376773123,2.942845384,3.998398698,5.053929512,6.717040803
15954,797.755,4.01884765,1.461221637,3.936445413,1.377837232,2.94347901,3.998847214,5.054240154,6.717115056
15955,797.805,4.019271098,1.461091326,3.93662288,1.378901341,2.944255094,3.998840453,5.05445557,6.717189308
15956,797.855,4.019694813,1.460961415,3.936802639,1.380688507,2.944891749,3.998942428,5.054504967,6.71726356
15957,797.905,4.020118666,1.460832043,3.936988226,1.381022673,2.946225683,3.9993845,5.054814428,6.71775815
15958,797.955,4.02054284,1.460702876,3.937171817,1.381970386,2.94685107,3.99989438,5.055865088,6.717394354
15959,798.005,4.020967658,1.460573965,3.937346104,1.382978614,2.947185286,4.000404259,5.055896933,6.717474979
15960,798.055,4.02139296,1.460445295,3.937535374,1.383994508,2.947918088,4.000674908,5.05540585,6.717555604
15961,798.105,4.021818363,1.460317155,3.937733576,1.385011676,2.948556631,4.001006842,5.055805028,6.717634822
15962,798.155,4.022244233,1.460189275,3.937945227,1.386044994,2.949370476,4.001524312,5.056889457,6.717709074
15963,798.205,4.022670556,1.460061717,3.938164521,1.386388572,2.949810176,4.002429162,5.057270854,6.72102008
15964,798.255,4.023097026,1.459934593,3.938392589,1.386432201,2.950218284,4.003051359,5.057012583,6.72140733
15965,798.305,4.023523719,1.459807714,3.938629136,1.386475831,2.950772168,4.003896925,5.057623024,6.72179458
15966,798.355,4.023950412,1.459681453,3.938874829,1.38651946,2.951359902,4.004637316,5.057819529,6.723190013
15967,798.405,4.024377105,1.45955581,3.939129187,1.386588758,2.951879936,4.004672137,5.058296366,6.724130244
15968,798.455,4.024804064,1.459430303,3.939393914,1.386793675,2.952375448,4.004941379,5.058539896,6.724762412
15969,798.505,4.02523184,1.459304571,3.939667343,1.388251823,2.95285661,4.00537325,5.058583706,6.725863803
15970,798.555,4.025659785,1.459179326,3.9399516,1.389709971,2.953157005,4.005711049,5.05837863,6.72717008
15971,798.605,4.026087793,1.459054777,3.940242003,1.391168119,2.953596833,4.006522809,5.058103813,6.728476358
15972,798.655,4.026516106,1.458929244,3.940528468,1.392263451,2.954043745,4.006931693,5.057919262,6.729759609
15973,798.705,4.026944507,1.458804229,3.940823977,1.389776386,2.954511446,4.007152132,5.058858516,6.729110914
15974,798.755,4.027373027,1.4586797,3.941128137,1.388636162,2.955262288,4.007576788,5.058519718,6.730688156
15975,798.805,4.02780156,1.458555789,3.941440811,1.390036401,2.955724656,4.008009923,5.058711735,6.732876772
15976,798.855,4.0282305,1.458432309,3.941754493,1.391447751,2.956256138,4.007850002,5.059465647,6.733401021
15977,798.905,4.028659495,1.458309413,3.942076239,1.39286829,2.956572038,4.008288529,5.059806724,6.73387744
15978,798.955,4.029088624,1.458187102,3.942411161,1.394294974,2.956907886,4.008806929,5.060105538,6.733324233
15979,799.005,4.029518225,1.458065199,3.942761705,1.395723159,2.957435773,4.00884184,5.060236473,6.732462726
15980,799.055,4.029948106,1.45794348,3.943119796,1.397162869,2.95730795,4.009453054,5.060763942,6.732406604
15981,799.105,4.030377987,1.457822372,3.943484873,1.397534697,2.958536308,4.009607954,5.061345878,6.733019312
15982,799.155,4.030807869,1.457701876,3.943858143,1.397314232,2.958986272,4.009619968,5.061626052,6.732886368
15983,799.205,4.0312378,1.457581864,3.944237311,1.397093767,2.959631513,4.009892468,5.062075254,6.732622637
15984,799.255,4.031667642,1.457462367,3.944632335,1.396873302,2.960685985,4.010322657,5.062827294,6.73333928
15985,799.305,4.032097305,1.457343448,3.945046673,1.397003604,2.961318539,4.010895119,5.063344877,6.734347123
15986,799.355,4.032526968,1.45722514,3.945468891,1.3983205,2.961677531,4.011553295,5.063532774,6.73481055
15987,799.405,4.032957366,1.457106911,3.94589274,1.399637396,2.96320623,4.01227196,5.063525477,6.735130716
15988,799.455,4.033387931,1.456989142,3.946322928,1.400956627,2.964192089,4.012891394,5.063708459,6.734990602
15989,799.505,4.033818948,1.45687167,3.946759249,1.402308703,2.9653288,4.014100622,5.064313313,6.734844388
15990,799.555,4.034250217,1.456754479,3.947200848,1.403664382,2.965891448,4.014576949,5.064868991,6.734682373
15991,799.605,4.034681924,1.456637019,3.947648122,1.402105319,2.966203644,4.015128238,5.064733348,6.734511966
15992,799.655,4.035114422,1.456519518,3.948108457,1.400929856,2.967206298,4.015180819,5.064659795,6.735229211
15993,799.705,4.035547207,1.456402367,3.948576287,1.402201183,2.968043824,4.01565786,5.064632627,6.737046642
15994,799.755,4.035980755,1.456285489,3.949042064,1.403478675,2.968484117,4.01554193,5.064990722,6.738864073
15995,799.805,4.036414955,1.45616873,3.949536689,1.404763435,2.96867636,4.015615991,5.065499215,6.739914617
15996,799.855,4.036849167,1.456052542,3.950034946,1.406052413,2.96919429,4.015429438,5.06581674,6.739864443
15997,799.905,4.037283744,1.455936733,3.950535698,1.407341391,2.969381731,4.015264187,5.06620609,6.73981171
15998,799.955,4.037718575,1.455821122,3.951039229,1.408630369,2.969898769,4.015783232,5.066948032,6.739758977
15999,800.005,4.038153373,1.455704788,3.951545927,1.409919348,2.970322046,4.016737652,5.067500063,6.739706243
16000,800.055,4.038587808,1.455587516,3.952055182,1.411208326,2.97103529,4.016768547,5.068315836,6.73965351
16001,800.105,4.039023076,1.455469478,3.952566964,1.412497304,2.972495474,4.017171763,5.068844571,6.739600777
16002,800.155,4.039458624,1.455351607,3.953080488,1.413786282,2.972622066,4.017455942,5.069373305,6.73953619
16003,800.205,4.039894171,1.455234332,3.953596958,1.415081423,2.972882404,4.016535871,5.069794596,6.739838602
16004,800.255,4.040329719,1.455117656,3.954114853,1.415611584,2.972947399,4.016333673,5.070023529,6.740185772
16005,800.305,4.040765416,1.45500135,3.954634557,1.415858584,2.973387592,4.016739251,5.070149488,6.739839338
16006,800.355,4.041201253,1.454885433,3.955155741,1.416218415,2.974286148,4.01639308,5.069490179,6.740790692
16007,800.405,4.041637173,1.45477009,3.955674753,1.417673409,2.975419115,4.016269284,5.068822301,6.740228388
16008,800.455,4.042073506,1.454653852,3.956189801,1.418358928,2.976640726,4.016145489,5.068664001,6.73965689
16009,800.505,4.042509181,1.454536508,3.95670494,1.418923402,2.977282662,4.016743971,5.068725311,6.739178911
16010,800.555,4.042945076,1.454419623,3.957219768,1.419370042,2.977882735,4.017561612,5.068957062,6.739126177
16011,800.605,4.043380987,1.454303329,3.957737762,1.419890068,2.97923624,4.017925452,5.069530319,6.739402169
16012,800.655,4.043817127,1.454187365,3.958259238,1.420413112,2.979464505,4.018440431,5.069624914,6.739779678
16013,800.705,4.044253418,1.454071766,3.958781481,1.420951388,2.979896715,4.018867146,5.069555367,6.740157187
16014,800.755,4.044689869,1.45395631,3.959303419,1.421489664,2.980980426,4.019238967,5.069757194,6.740501988
16015,800.805,4.045126708,1.453839894,3.959824922,1.420339431,2.98173343,4.019326044,5.071029866,6.740818469
16016,800.855,4.04556384,1.45372378,3.96034435,1.420844195,2.982455299,4.019413121,5.071094016,6.739691421
16017,800.905,4.046001237,1.453608276,3.960850183,1.421661466,2.982989203,4.020388514,5.070545674,6.741589972
16018,800.955,4.046438703,1.453493317,3.961355559,1.422724558,2.983229994,4.021070396,5.070265265,6.742025995
16019,801.005,4.046876416,1.453378671,3.961860816,1.423752775,2.984784622,4.021553997,5.070908013,6.742422242
16020,801.055,4.047314266,1.453264462,3.962365836,1.424710047,2.985449048,4.021881745,5.071024833,6.742799751
16021,801.105,4.047752139,1.453150804,3.962870801,1.425659632,2.985891091,4.021710215,5.071486658,6.74317726
16022,801.155,4.048189973,1.453037688,3.963376036,1.425762005,2.98664083,4.021643547,5.071511281,6.743554769
16023,801.205,4.048628317,1.452924859,3.963860598,1.426275612,2.986847715,4.022040877,5.071518031,6.743932278
16024,801.255,4.049067131,1.452812283,3.964332885,1.426911489,2.987143249,4.022455854,5.071266782,6.744309788
16025,801.305,4.049506402,1.452699723,3.96480561,1.428233057,2.987819077,4.023169828,5.071332324,6.744687297
16026,801.355,4.049945945,1.452587362,3.965278286,1.428891225,2.988420779,4.023593946,5.071691382,6.745064806
16027,801.405,4.050385515,1.452475537,3.965750796,1.429119877,2.988480848,4.024202419,5.071794267,6.745442315
16028,801.455,4.050825086,1.452364296,3.966223424,1.429348529,2.988979182,4.024526123,5.071766067,6.745819824
16029,801.505,4.051264656,1.452253638,3.9667381,1.429577182,2.989160477,4.024761133,5.071879777,6.746197333
16030,801.555,4.051704226,1.452143564,3.967209123,1.42998385,2.989522438,4.025072027,5.0725147,6.747782446
16031,801.605,4.052143757,1.452034128,3.967680677,1.430504018,2.989388691,4.025474269,5.072604563,6.748822493
16032,801.655,4.052583226,1.451925359,3.968152633,1.431027116,2.989646976,4.025654239,5.072703478,6.749134645
16033,801.705,4.053022886,1.451816886,3.968623688,1.431716999,2.990476285,4.025766395,5.072936452,6.749383808
16034,801.755,4.053462567,1.451708966,3.969097347,1.433056622,2.991380091,4.026389943,5.073444315,6.749620428
16035,801.805,4.053902503,1.451601571,3.969581983,1.434403738,2.992214387,4.02652148,5.073750194,6.749857047
16036,801.855,4.054342979,1.45149435,3.970067002,1.435760005,2.992640301,4.026516351,5.074744844,6.750093667
16037,801.905,4.054783981,1.451386792,3.970551551,1.437116272,2.992797871,4.026652784,5.076375636,6.750330287
16038,801.955,4.055225723,1.451278654,3.971036033,1.438472539,2.993236152,4.026962064,5.077610476,6.750566907
16039,802.005,4.055667647,1.45117111,3.971538181,1.439828805,2.993799284,4.027539709,5.077731255,6.750803526
16040,802.055,4.056109874,1.451063877,3.972039318,1.441185072,2.993707909,4.027816183,5.078097008,6.751034756
16041,802.105,4.056552101,1.450957225,3.972540532,1.442541339,2.993821078,4.028045557,5.078230194,6.751252342
16042,802.155,4.056994373,1.450851182,3.973039693,1.443897606,2.994826836,4.028707748,5.0784083,6.751104952
16043,802.205,4.057436619,1.45074576,3.973538997,1.445164588,2.995194355,4.029056602,5.078653339,6.751623722
16044,802.255,4.057879113,1.450640873,3.974047182,1.445901582,2.995505319,4.02926777,5.078142923,6.751986625
16045,802.305,4.058321751,1.450536539,3.974559774,1.446638576,2.995986504,4.029429076,5.07758788,6.752239109
16046,802.355,4.05876437,1.450431892,3.975070438,1.447375569,2.996476333,4.028861986,5.078406772,6.752471531
16047,802.405,4.059206971,1.450322519,3.975581867,1.448112563,2.996661845,4.02924293,5.079532458,6.752721041
16048,802.455,4.05964972,1.450213461,3.976093317,1.448850725,2.996754412,4.029450335,5.079611876,6.752970551
16049,802.505,4.060092469,1.45010498,3.976604535,1.449825897,2.997590256,4.029785315,5.079518747,6.75322006
16050,802.555,4.060535642,1.449996459,3.977116456,1.451161988,2.997638466,4.03030015,5.079425318,6.75346957
16051,802.605,4.060979371,1.449887686,3.97762812,1.45249808,2.998393748,4.030561416,5.079534834,6.75371908
16052,802.655,4.061423152,1.449779413,3.978140879,1.453834172,2.998881104,4.031146935,5.07999847,6.75396859
16053,802.705,4.061867047,1.449671558,3.978654503,1.455170264,3.000156085,4.031695364,5.080013219,6.754218099
16054,802.755,4.062311001,1.44956429,3.979165368,1.45579784,3.001080281,4.0323039,5.081228299,6.754467609
16055,802.805,4.062755009,1.449457582,3.97967443,1.456781945,3.001477166,4.032798914,5.081707546,6.754717119
16056,802.855,4.063199002,1.449351439,3.980184992,1.457953092,3.002147246,4.033343842,5.082308953,6.754966628
16057,802.905,4.063642989,1.44924585,3.980696476,1.459140802,3.0027093,4.033763981,5.082866138,6.755216138
16058,802.955,4.064086984,1.449140833,3.981209364,1.46035283,3.003042981,4.034358119,5.082746616,6.755465648
16059,803.005,4.064531476,1.449036164,3.981709819,1.461564858,3.003749662,4.033612722,5.083405771,6.755715157
16060,803.055,4.064975974,1.448932065,3.982213496,1.462886191,3.002985245,4.033447238,5.082688675,6.755964667
16061,803.105,4.065420581,1.448828378,3.982720953,1.463957915,3.002972416,4.033792424,5.083235141,6.756214177
16062,803.155,4.065865329,1.448725049,3.983231352,1.464775988,3.003388816,4.034085089,5.083044234,6.756993078
16063,803.205,4.066310152,1.448622154,3.983744662,1.465651094,3.003276289,4.03428862,5.083067227,6.757838858
16064,803.255,4.066755382,1.448519065,3.984261667,1.466526199,3.003337673,4.034314851,5.083538422,6.758684639
16065,803.305,4.067200564,1.448416426,3.984790798,1.467455055,3.003609963,4.034766423,5.083410356,6.759530419
16066,803.355,4.067645712,1.448314373,3.985324458,1.468170826,3.00411095,4.034882918,5.083525394,6.760239901
16067,803.405,4.068090861,1.448212895,3.985862368,1.468574339,3.005374377,4.035106389,5.083372829,6.76124478
16068,803.455,4.068536325,1.448111574,3.986403435,1.468977853,3.005676457,4.035240678,5.084395988,6.762109794
16069,803.505,4.068981999,1.448010562,3.986948714,1.469381366,3.005994052,4.035379488,5.085435247,6.76284677
16070,803.555,4.069427708,1.447910084,3.98749806,1.46978488,3.006652347,4.035509256,5.085230599,6.763028696
16071,803.605,4.06987445,1.4478083,3.988050648,1.470188393,3.007466743,4.035352275,5.084840981,6.763210623
16072,803.655,4.070321813,1.447705803,3.988607436,1.470591906,3.007255915,4.035524792,5.085000998,6.764608941
16073,803.705,4.070769204,1.447603814,3.989168584,1.47099542,3.007864687,4.035912123,5.085283148,6.764298205
16074,803.755,4.071216731,1.447502231,3.989732937,1.471398933,3.008707601,4.036046412,5.085491091,6.763946718
16075,803.805,4.071664831,1.447400273,3.990302402,1.471806655,3.008963083,4.036984874,5.085534492,6.763938328
16076,803.855,4.072113039,1.447298859,3.990881069,1.472420382,3.009185349,4.037261144,5.085312096,6.764167882
16077,803.905,4.072561417,1.447197702,3.991465914,1.473096864,3.010192304,4.038129498,5.085287331,6.765025199
16078,803.955,4.073009634,1.447097235,3.992054499,1.473960177,3.01066872,4.038587322,5.085262566,6.766263321
16079,804.005,4.073457922,1.446997254,3.992646323,1.474936435,3.010706281,4.038329956,5.08538682,6.767488953
16080,804.055,4.073906525,1.446897603,3.993239598,1.47591568,3.011562321,4.038673718,5.085340164,6.768696142
16081,804.105,4.074355567,1.446798048,3.993835168,1.476032854,3.012085006,4.039305825,5.085260941,6.769903331
16082,804.155,4.074804433,1.446698907,3.994435566,1.475881788,3.012728617,4.040396858,5.085562912,6.769922727
16083,804.205,4.075253157,1.446599699,3.995040078,1.475730722,3.013609871,4.041352352,5.085654301,6.769580059
16084,804.255,4.075701798,1.44649857,3.995647752,1.475579657,3.014927165,4.042715096,5.085658267,6.769490142
16085,804.305,4.076150065,1.446396028,3.996256892,1.476034353,3.015599298,4.043264003,5.085700641,6.770264184
16086,804.355,4.07659854,1.446293897,3.996867256,1.47697526,3.016051356,4.043902384,5.085907069,6.771855273
16087,804.405,4.077047046,1.446192307,3.997479893,1.477916439,3.016335344,4.044311364,5.086035569,6.772255647
16088,804.455,4.07749555,1.446091281,3.998093275,1.478857618,3.016725328,4.044960703,5.086185897,6.77266943
16089,804.505,4.077944054,1.445990818,3.998708104,1.479798797,3.017316863,4.045256841,5.086032151,6.773489761
16090,804.555,4.078392558,1.445890918,3.999323693,1.480739975,3.017928372,4.045701503,5.08611149,6.774310092
16091,804.605,4.078841425,1.445791264,3.999937032,1.481681154,3.017915467,4.046244947,5.086598836,6.775113933
16092,804.655,4.079290587,1.44569197,4.000549132,1.482622333,3.018026864,4.046703034,5.087086183,6.775874986
16093,804.705,4.079740003,1.445593043,4.001161268,1.483615814,3.018352248,4.046402056,5.087492834,6.776636039
16094,804.755,4.080189482,1.445494647,4.001772266,1.485873403,3.018979107,4.046084905,5.087378618,6.777397091
16095,804.805,4.080638961,1.445396813,4.002354653,1.486470362,3.019636288,4.046151436,5.087089658,6.778158144
16096,804.855,4.08108844,1.445299541,4.002972336,1.487067322,3.02024653,4.046574709,5.088082895,6.77895556
16097,804.905,4.08153792,1.44520283,4.003589833,1.487664281,3.020112546,4.046746414,5.087558095,6.780115692
16098,804.955,4.08198776,1.445106366,4.004202367,1.488347773,3.020376908,4.047861789,5.086776065,6.780579646
16099,805.005,4.082437708,1.445010391,4.004812852,1.489285519,3.021349349,4.049139614,5.08739162,6.7813465
16100,805.055,4.082887922,1.444914795,4.005400369,1.490223266,3.021641895,4.048945364,5.08720229,6.781651257
16101,805.105,4.083338467,1.444819318,4.006035277,1.491161012,3.022813673,4.04949364,5.087368034,6.781146609
16102,805.155,4.083789339,1.444724104,4.006655336,1.492098758,3.023939899,4.049790735,5.087883989,6.780749506
16103,805.205,4.084240452,1.444629363,4.007266035,1.493036505,3.023710393,4.049990731,5.087610077,6.780137314
16104,805.255,4.08469246,1.444534198,4.007886921,1.493974251,3.023889558,4.050606806,5.086752018,6.779632666
16105,805.305,4.085145178,1.444439101,4.008547095,1.494911998,3.0244621,4.051305729,5.086570492,6.779128019
16106,805.355,4.085597816,1.44434403,4.009211982,1.49551128,3.025119607,4.051931828,5.086327975,6.779366151
16107,805.405,4.086050328,1.444249111,4.009839576,1.496102483,3.026489526,4.052249875,5.086088303,6.779826743
16108,805.455,4.08650284,1.44415475,4.01049185,1.496694643,3.026925116,4.052747166,5.085538089,6.780692996
16109,805.505,4.086955353,1.444060948,4.01113926,1.497286804,3.027208407,4.053482184,5.085478924,6.781566946
16110,805.555,4.087407865,1.443967704,4.011782189,1.497878964,3.027669714,4.053948515,5.085559929,6.782489072
16111,805.605,4.087860427,1.443875029,4.012420296,1.498471125,3.028186738,4.05491574,5.085589274,6.783378395
16112,805.655,4.088313099,1.443782853,4.013052305,1.499063285,3.02919138,4.05533133,5.085981321,6.784298889
16113,805.705,4.08876577,1.443691236,4.013679138,1.499655446,3.02955126,4.055129781,5.086581891,6.785219382
16114,805.755,4.089217896,1.443595172,4.014299624,1.500399187,3.029991671,4.055544509,5.087071127,6.786139876
16115,805.805,4.089669061,1.443490861,4.014913905,1.501325224,3.030674666,4.055880842,5.087374542,6.78706037
16116,805.855,4.090120227,1.443387098,4.015521839,1.50225126,3.031384802,4.056217176,5.087304585,6.787980863
16117,805.905,4.090571393,1.443283884,4.016123448,1.50317766,3.032225421,4.056604838,5.087510038,6.788866365
16118,805.955,4.091022558,1.443181217,4.016719694,1.504134308,3.033066039,4.057156068,5.087353681,6.789744136
16119,806.005,4.091473724,1.4430791,4.017308686,1.505610283,3.033337159,4.057525824,5.08697872,6.790621906
16120,806.055,4.09192489,1.442977531,4.017890803,1.507197127,3.033671665,4.057822324,5.087595398,6.791499676
16121,806.105,4.092376398,1.442876104,4.018467161,1.50840787,3.03383327,4.05814907,5.087999146,6.79190285
16122,806.155,4.092828092,1.442774956,4.01903651,1.509262618,3.034689328,4.058483037,5.088403799,6.791857284
16123,806.205,4.093279646,1.442673154,4.019598502,1.509848846,3.035533725,4.059136753,5.088442222,6.791785015
16124,806.255,4.093731375,1.442571551,4.020154278,1.510442538,3.036631449,4.05998981,5.08908158,6.79236741
16125,806.305,4.094183269,1.442470243,4.020703044,1.511038174,3.037085968,4.059635564,5.089408793,6.792717868
16126,806.355,4.094635169,1.442369217,4.021246565,1.51163383,3.037844236,4.05949264,5.089203737,6.792516908
16127,806.405,4.095086973,1.442268727,4.021814489,1.513256224,3.038789425,4.059744712,5.089511108,6.792305004
16128,806.455,4.095538755,1.44216878,4.02234393,1.514890649,3.03987738,4.059905441,5.089527813,6.792079354
16129,806.505,4.095990504,1.442069347,4.022866615,1.516525074,3.041084846,4.060020257,5.089881726,6.791851542
16130,806.555,4.096442252,1.44197046,4.023384639,1.517588981,3.041846959,4.060613398,5.089687345,6.791623731
16131,806.605,4.096893198,1.441869562,4.023900566,1.518314619,3.042733461,4.060936057,5.089243441,6.791395919
16132,806.655,4.097343145,1.441764861,4.024411477,1.519040257,3.043750283,4.061582811,5.089587405,6.791324254
16133,806.705,4.097792415,1.441657645,4.024915529,1.519105799,3.044767104,4.061841936,5.089810863,6.792601163
16134,806.755,4.098241595,1.441550928,4.025414311,1.519096451,3.045310142,4.062645702,5.090219502,6.79400821
16135,806.805,4.09869073,1.441444719,4.025906721,1.520003968,3.046291779,4.062857914,5.09131026,6.795415257
16136,806.855,4.099139882,1.441337545,4.026393459,1.520949217,3.046496212,4.063092615,5.092773914,6.796822303
16137,806.905,4.099588892,1.441230056,4.026876571,1.521902263,3.047339611,4.06402773,5.093529181,6.79822935
16138,806.955,4.100037414,1.441121454,4.027353602,1.523293736,3.048015579,4.064339988,5.093279841,6.799636397
16139,807.005,4.100485713,1.441012613,4.027826935,1.523764086,3.048839359,4.065389109,5.09334727,6.801043443
16140,807.055,4.100934012,1.440904301,4.028294658,1.524677592,3.049592248,4.065659716,5.094687381,6.801372236
16141,807.105,4.101382311,1.440796517,4.028757637,1.525518711,3.050525178,4.065956986,5.094617761,6.801667271
16142,807.155,4.10183061,1.440689263,4.029216745,1.526016478,3.050829927,4.066337592,5.094478786,6.801962307
16143,807.205,4.102279015,1.440582405,4.029672066,1.526243098,3.051908612,4.066718198,5.094841667,6.802257342
16144,807.255,4.102727545,1.440475983,4.030129034,1.526507627,3.051970229,4.067167177,5.096188525,6.802552378
16145,807.305,4.103176186,1.440370111,4.030587921,1.52840747,3.052360403,4.067784541,5.096294591,6.802800976
16146,807.355,4.103625285,1.440264752,4.031029685,1.529115939,3.053080217,4.067561637,5.096432434,6.803045946
16147,807.405,4.104074468,1.440159902,4.031467336,1.529842311,3.054480902,4.067611322,5.0969693,6.803290915
16148,807.455,4.104523741,1.440055365,4.03190277,1.530476465,3.054975983,4.067922314,5.097191702,6.803535884
16149,807.505,4.104973185,1.439950953,4.032336815,1.530580568,3.054788132,4.068583208,5.097601713,6.805551568
16150,807.555,4.105422569,1.439847036,4.032767958,1.530840085,3.055341877,4.06905892,5.098119764,6.80507473
16151,807.605,4.105871765,1.439743547,4.0331954,1.531782211,3.05620239,4.068469892,5.098200771,6.804597892
16152,807.655,4.106320972,1.439640578,4.033623043,1.532746836,3.056234492,4.068507376,5.097729134,6.804922193
16153,807.705,4.106770488,1.439538006,4.034059917,1.533715876,3.056123853,4.069098748,5.097458144,6.808575569
16154,807.755,4.10722029,1.439435924,4.034512146,1.534684916,3.057017217,4.069648333,5.097520087,6.812161666
16155,807.805,4.107670113,1.439334365,4.034963839,1.535664768,3.057771604,4.070488476,5.097575854,6.815747763
16156,807.855,4.10812021,1.439233065,4.035412193,1.536622995,3.058135867,4.070065299,5.097761569,6.816815775
16157,807.905,4.108570283,1.439132311,4.035861414,1.537592035,3.059197959,4.070566082,5.097755298,6.816565145
16158,807.955,4.109020542,1.439031984,4.036308528,1.538543235,3.060327083,4.070779313,5.097737328,6.816304873
16159,808.005,4.109470881,1.438932142,4.036754945,1.539497095,3.060791975,4.07137069,5.097375203,6.816044602
16160,808.055,4.109921219,1.438832826,4.037201993,1.540459621,3.062194883,4.071831866,5.097091431,6.815784331
16161,808.105,4.110371558,1.438734037,4.037648208,1.541074291,3.062569289,4.072178988,5.097098099,6.815524059
16162,808.155,4.110821896,1.438635775,4.038095003,1.541654621,3.062921996,4.072376619,5.097543051,6.815263788
16163,808.205,4.111272235,1.438538039,4.038542486,1.542482468,3.06323264,4.072460508,5.097797632,6.820315203
16164,808.255,4.111722574,1.43844083,4.038990386,1.543490166,3.064378822,4.072536844,5.09787126,6.821050524
16165,808.305,4.112172912,1.438344148,4.039439516,1.544497864,3.065667213,4.07292092,5.097937105,6.821194819
16166,808.355,4.112623251,1.438247993,4.039889747,1.545512818,3.066943705,4.072894319,5.09810219,6.821332638
16167,808.405,4.113073589,1.438152365,4.040341678,1.546563395,3.06763263,4.073622154,5.09858689,6.821470456
16168,808.455,4.113523928,1.438057265,4.040794528,1.547572656,3.067883551,4.073944935,5.098940937,6.821608274
16169,808.505,4.113973699,1.437960603,4.041248435,1.548177596,3.068497743,4.074192144,5.099370476,6.823781256
16170,808.555,4.1144228,1.437861997,4.041705059,1.549468624,3.069754937,4.075132158,5.099645383,6.825782898
16171,808.605,4.114871912,1.437763887,4.042163617,1.550640192,3.069444431,4.076466653,5.099893304,6.825729018
16172,808.655,4.115321069,1.437666221,4.042622295,1.551656123,3.069248983,4.076647206,5.099985789,6.826445523
16173,808.705,4.11577012,1.437569,4.043082927,1.552645134,3.069222632,4.076695108,5.099833737,6.82682731
16174,808.755,4.116219036,1.437472133,4.043545386,1.553634145,3.069401091,4.077065718,5.099731209,6.827115148
16175,808.805,4.116668068,1.437375661,4.044010536,1.554637482,3.071396977,4.077767258,5.100006285,6.829681591
16176,808.855,4.1171171,1.437279708,4.044476412,1.55556502,3.072511139,4.077728962,5.101383855,6.832248033
16177,808.905,4.117566132,1.437184275,4.044944585,1.555940942,3.072952301,4.077752804,5.101079588,6.834690088
16178,808.955,4.118015323,1.437089232,4.045414847,1.556316865,3.073716995,4.07755613,5.101771231,6.836674092
