timestep,age,mean,std,mode,2.5%,25%,50%,75%,97.5%
0,0.055,6.264777539,0.423395621,6.20708689,5.47019553,5.979318112,6.252688617,6.541811111,7.131056017
1,0.105,6.479454103,0.300688699,6.47719997,5.90030094,6.274407454,6.475440933,6.680121768,7.092323417
2,0.155,6.028607104,0.447651924,5.936136223,5.19938924,5.713927901,6.012255376,6.320215718,6.948601166
3,0.205,7.475568855,0.560026098,7.400327566,6.427980067,7.091302192,7.458524134,7.836349936,8.625885354
4,0.255,7.002657606,0.585350602,6.891320816,5.937833462,6.594186351,6.974336834,7.377972997,8.219330235
5,0.305,6.836637913,0.551938408,6.812182784,5.815518404,6.458446205,6.81562582,7.193369385,7.986035819
6,0.355,7.093444277,0.603106164,7.020334131,5.978186591,6.682982518,7.064926992,7.474011702,8.342896516
7,0.405,6.706619584,0.581728279,6.638205086,5.626624505,6.301531232,6.686834131,7.083754829,7.902938278
8,0.455,6.448650296,0.643515096,6.392329202,5.278925926,6.008535876,6.420895565,6.85143304,7.832992016
9,0.505,6.738247888,0.694130173,6.682818458,5.462016242,6.258324198,6.717784009,7.188232775,8.180209851
10,0.555,6.66351305,0.772259685,6.76579317,5.233490999,6.129465535,6.642804386,7.155393349,8.258718549
11,0.605,6.590934869,0.933322395,6.385033606,4.871017451,5.961755828,6.531077338,7.1737184,8.583918716
12,0.655,7.112140181,0.936073751,6.943214367,5.392483507,6.472737921,7.067863344,7.699748612,9.073205619
13,0.705,7.424407,0.790775921,7.367634841,5.913244816,6.886178648,7.400842861,7.933135092,9.035752789
14,0.755,5.452494038,0.490954744,5.442107201,4.518301957,5.120831022,5.442072614,5.778304098,6.453553424
15,0.805,5.18077379,0.486149054,5.095849096,4.266841762,4.844517034,5.163116743,5.494104746,6.17291941
16,0.855,6.791541127,0.658342269,6.868327677,5.557217444,6.339760656,6.780919222,7.21439031,8.149815236
17,0.905,6.798855868,0.743485268,6.763735654,5.436421733,6.289011873,6.773699759,7.276744635,8.353348175
18,0.955,7.44799933,0.922120238,7.290776776,5.706406795,6.811114404,7.417203746,8.057025594,9.348962901
19,1.005,6.718941112,0.985868842,6.625844873,4.897702643,6.03659107,6.684307945,7.350116918,8.783757535
20,1.055,6.142571912,1.268552962,5.873013799,3.836749301,5.281517982,6.070992536,6.924092069,8.822635912
21,1.105,5.50233112,1.227474543,5.364997559,3.285128995,4.67146987,5.429991582,6.26874138,8.059343842
22,1.155,5.31315666,0.855001936,5.290428054,3.737416309,4.725367514,5.275604181,5.86203022,7.116543583
23,1.205,4.931604335,0.769442449,4.853047238,3.526963981,4.406014819,4.89323504,5.420675982,6.528748721
24,1.255,4.727342495,0.958817404,4.512082969,3.042760723,4.076617461,4.655379108,5.291591069,6.879463508
25,1.305,5.272643676,1.080976012,4.925489914,3.462620028,4.509876655,5.177680924,5.922300321,7.657558635
26,1.355,6.79219934,1.339269639,6.841658394,4.181293986,5.883769961,6.789912274,7.691645351,9.434287726
27,1.405,5.945310979,1.197428603,5.691826623,3.771285887,5.120185957,5.898219852,6.720302275,8.396959285
28,1.455,5.194654533,1.122154564,5.053613804,3.191412128,4.412348567,5.137057226,5.876470535,7.569784977
29,1.505,4.333686359,1.050295799,3.979870183,2.626729762,3.606784019,4.202170429,4.93627608,6.733456131
30,1.555,4.732306855,1.21245264,4.362819639,2.761030785,3.86911002,4.590417223,5.452208328,7.446219755
31,1.605,5.324280568,1.397406298,4.996562018,2.975117927,4.342339039,5.185868232,6.148504788,8.429935728
32,1.655,5.422226445,1.166435415,5.342643315,3.395195981,4.623534466,5.336134118,6.110127486,8.000089071
33,1.705,5.183963077,1.160492836,4.763017998,3.229633589,4.386330332,5.063009027,5.874507358,7.788402727
34,1.755,5.335702413,1.32081334,5.093391809,3.170328818,4.416272817,5.199803075,6.105633573,8.342741736
35,1.805,5.341227306,1.216111416,4.973790957,3.288354695,4.519536709,5.225551515,6.040255829,8.050358159
36,1.855,5.391991563,1.22629678,5.105365912,3.278152976,4.564164222,5.288307617,6.11533929,8.100445511
37,1.905,5.308545231,1.185976587,5.062510152,3.254761062,4.499524463,5.20875723,5.999852375,7.926643429
38,1.955,5.189438042,1.081827005,4.949311657,3.300614698,4.439774455,5.102374128,5.841400929,7.554950625
39,2.005,5.041290787,0.980014744,4.97913499,3.337590745,4.369031599,4.976452476,5.62918471,7.203954818
40,2.055,4.931754298,0.929369062,4.810310673,3.309397194,4.295011393,4.870992593,5.496142448,6.94214531
41,2.105,4.728834237,0.798620246,4.539521966,3.305904315,4.169639596,4.677164671,5.231565818,6.470503228
42,2.155,4.626552367,0.771896588,4.464714628,3.304448705,4.086181437,4.56370028,5.098993629,6.325121557
43,2.205,5.217483506,1.156541169,5.040306024,3.150300158,4.426889562,5.133706995,5.91721409,7.734154997
44,2.255,5.504219669,1.207960384,5.207171588,3.362556197,4.688800612,5.415819358,6.248048254,8.108434293
45,2.305,5.827072954,1.261560217,5.675949928,3.578183759,4.962818778,5.766583531,6.606377603,8.467306163
46,2.355,6.058331283,1.250440182,5.77289735,3.829855263,5.208227353,5.984324546,6.820982035,8.693988289
47,2.405,6.121367466,1.196457723,6.106361181,3.979122408,5.295791502,6.070835137,6.857410894,8.706844831
48,2.455,6.208199823,1.169360844,5.97796208,4.087025111,5.395469192,6.144673685,6.924479004,8.762885889
49,2.505,6.258383642,1.208007574,6.048450007,4.12369888,5.451418939,6.174743396,6.959243301,8.907049139
50,2.555,6.292811012,1.265893187,5.96187971,4.044815252,5.446893049,6.204279867,7.031134539,9.029073469
51,2.605,5.985926643,1.290033326,5.796057684,3.778339489,5.100481346,5.888099263,6.740590518,8.837612278
52,2.655,5.936363449,1.241567452,5.560801801,3.781068235,5.074699651,5.830255367,6.688854453,8.678092531
53,2.705,6.422564158,1.392797292,6.086483438,3.975927388,5.495284636,6.317419464,7.262078578,9.432058591
54,2.755,6.290623782,1.39500281,6.054266084,3.753803906,5.355288128,6.200226412,7.142078511,9.292681148
55,2.805,6.348850696,1.367060025,6.123304277,3.85842595,5.425524109,6.2721816,7.163989558,9.22095111
56,2.855,6.366468275,1.400298851,6.159936525,3.881246583,5.432435488,6.269302154,7.212138622,9.418973056
57,2.905,6.021205322,1.443769396,5.930712727,3.467388539,5.048692259,5.937729592,6.863348711,9.217839029
58,2.955,5.676995058,1.510961649,5.367304233,3.029830444,4.660639302,5.564978738,6.565608775,8.864050068
59,3.005,5.799562575,1.484775746,5.576128228,3.203705907,4.776814835,5.680431215,6.677121293,9.097228794
60,3.055,6.076282101,1.340693895,5.780163855,3.73049699,5.154978518,5.969610384,6.876863063,8.976835788
61,3.105,6.104047635,1.298415044,5.801516149,3.899208662,5.20087002,5.996761366,6.889948291,9.007653788
62,3.155,6.226734658,1.382250902,5.998024057,3.780231549,5.28787001,6.118694898,7.054792499,9.279690529
63,3.205,6.131972354,1.472428601,5.820965316,3.564806582,5.12024152,6.026283283,7.01308398,9.388950549
64,3.255,5.998521661,1.484963543,5.68921313,3.441739605,4.982804923,5.866678051,6.864573923,9.310990958
65,3.305,6.097172087,1.487858298,5.696529905,3.537495499,5.074662882,5.962555142,6.986468655,9.353065373
66,3.355,6.191666062,1.507646345,6.028054714,3.692682897,5.124164532,6.060855004,7.071565,9.601085064
67,3.405,6.007518969,1.435145739,5.576536862,3.583425428,5.023552989,5.887725938,6.830552052,9.263959393
68,3.455,5.748005714,1.329031309,5.368909053,3.538113549,4.814909297,5.602461007,6.526733734,8.749640849
69,3.505,5.527411702,1.141987706,5.135866454,3.64781786,4.72687963,5.4044964,6.178614962,8.104494816
70,3.555,5.374044782,0.943578994,5.044040063,3.772151286,4.712383457,5.277509424,5.934056551,7.467030254
71,3.605,5.300765498,0.898187599,5.269699751,3.772455157,4.692086338,5.227618884,5.816431904,7.308779395
72,3.655,5.428083509,1.029353137,5.15420487,3.705299144,4.717664112,5.327085555,6.019934998,7.675074088
73,3.705,5.697473826,1.283935756,5.271457173,3.573799269,4.812373772,5.538619048,6.438456713,8.640304902
74,3.755,6.006180072,1.562897404,5.431230045,3.540490252,4.919618835,5.808591957,6.888388732,9.690287997
75,3.805,6.229148397,1.735214288,5.712732742,3.514332222,5.034671411,6.011223378,7.17086935,10.29741527
76,3.855,6.399142567,1.843564802,5.618852404,3.517892832,5.121761944,6.139699169,7.402078071,10.75326548
77,3.905,6.526043395,1.89298585,5.902235527,3.575684963,5.214663033,6.266868741,7.548963179,10.92666908
78,3.955,6.651460802,1.937757717,6.001470342,3.641121421,5.31502096,6.380119013,7.680864338,11.22252931
79,4.005,6.803083839,1.98267356,6.144158125,3.681107371,5.435903973,6.52302966,7.869524518,11.50574145
80,4.055,6.92474775,1.972913125,6.079359117,3.737790325,5.533763099,6.685350649,8.086201913,11.38090181
81,4.105,7.071697416,2.039309055,6.30753937,3.84927029,5.645049454,6.799984387,8.239653563,11.7843299
82,4.155,7.205673785,2.096519781,6.326715668,3.835162186,5.774799646,6.939049245,8.341894294,11.95570331
83,4.205,7.283328982,2.130725072,6.420315164,3.892070208,5.851186753,7.022083514,8.402509326,12.30690811
84,4.255,7.317410237,2.111680068,6.689880257,3.931680313,5.899160933,7.042672259,8.466152218,12.2951004
85,4.305,7.323951712,2.1177569,6.762790059,3.865037006,5.878260029,7.061971618,8.481752831,12.1030471
86,4.355,7.317485405,2.075123984,6.724645147,3.893991609,5.913097659,7.062714569,8.442932511,12.27176226
87,4.405,7.251462291,1.928384063,6.765021321,4.054988886,5.982183426,7.012326842,8.263281615,11.81864046
88,4.455,7.135741925,1.807752019,6.751883287,4.165154566,5.930910983,6.92467396,8.094831681,11.38917476
89,4.505,6.958564765,1.752514587,6.499270647,4.082401233,5.787354531,6.738588898,7.869218474,11.17037642
90,4.555,6.804587015,1.770007881,6.283749511,4.024410643,5.624168311,6.554823793,7.686226174,11.07893161
91,4.605,6.750041144,1.825341318,6.211938752,3.84351111,5.537407125,6.497380295,7.665008874,11.07299828
92,4.655,6.763062261,1.909696634,6.29338793,3.714151536,5.490409376,6.512329429,7.741484154,11.24107239
93,4.705,6.741356517,1.96855355,6.267094507,3.530246985,5.43807676,6.493808201,7.75426192,11.33198055
94,4.755,6.687176888,2.005475932,6.168946726,3.463030423,5.34584593,6.470665386,7.737390376,11.36501895
95,4.805,6.583176243,1.966850492,6.087282653,3.342741309,5.238260306,6.353194449,7.630263002,11.17219819
96,4.855,6.458795011,1.942813828,5.845613313,3.250472902,5.147068621,6.23705557,7.492931487,10.99015479
97,4.905,6.317973075,1.92094319,5.822541348,3.155097021,5.034398836,6.09571396,7.309435411,10.86681563
98,4.955,6.180563336,1.815645025,5.66191387,3.208356891,4.959000047,5.947090435,7.156071651,10.49020105
99,5.005,6.081224874,1.683860224,5.546298639,3.354881233,4.958866443,5.872154598,6.971674081,10.06552092
100,5.055,6.03536032,1.608324176,5.621515423,3.416690227,4.951955625,5.853659525,6.895495785,9.849595658
101,5.105,6.010127052,1.596884301,5.732786892,3.36125136,4.940154007,5.855794442,6.85613329,9.793827499
102,5.155,6.034928219,1.640582587,5.599411636,3.175312527,4.965042822,5.909415838,6.920802038,9.765156994
103,5.205,6.128983567,1.647849487,5.799688623,3.28889935,5.036816041,6.006966874,7.032283783,9.815732675
104,5.255,6.298655229,1.624405951,5.974011171,3.455593508,5.18337545,6.16453385,7.248946167,9.929297238
105,5.305,6.496942921,1.660056217,6.419070055,3.644291682,5.330561782,6.392160704,7.512332968,10.03810763
106,5.355,6.564652623,1.707775457,6.115699573,3.60086558,5.370989014,6.440383959,7.623529972,10.25686818
107,5.405,6.364560125,1.686898739,5.846629647,3.412595492,5.166259942,6.24342744,7.403727649,10.03362109
108,5.455,5.945584739,1.610489069,5.723223951,3.111980694,4.82784781,5.822508212,6.920558724,9.451726855
109,5.505,5.475619296,1.508995104,5.119772902,2.831629627,4.439151304,5.366019602,6.374267701,8.744081137
110,5.555,5.025197215,1.402247447,4.798419482,2.593880176,4.073724833,4.924889514,5.861019784,8.045675767
111,5.605,4.59255345,1.305783947,4.208504267,2.298549208,3.701940788,4.491220363,5.377016472,7.421937913
112,5.655,4.202033248,1.252219937,3.980500506,2.09348907,3.34539388,4.098777699,4.924965145,6.978436144
113,5.705,3.911529656,1.225358655,3.604190041,1.915874142,3.05445074,3.798662271,4.610384636,6.631357169
114,5.755,3.738901833,1.18920968,3.652378499,1.854013748,2.896436722,3.625112914,4.42174959,6.40664285
115,5.805,3.663467492,1.149008486,3.336475252,1.821968488,2.831353372,3.547136637,4.345158738,6.261022858
116,5.855,3.649661671,1.159196566,3.494507187,1.818439375,2.808245438,3.539741572,4.324612641,6.276924512
117,5.905,3.593980242,1.127248939,3.329523191,1.78666424,2.780044735,3.47471422,4.261326565,6.188984561
118,5.955,3.474345595,1.090886806,3.156713106,1.740894944,2.669964274,3.3515294,4.128423198,5.918558636
119,6.005,3.285962879,1.011440749,3.093897789,1.692433391,2.546103867,3.171744519,3.873534842,5.580272702
120,6.055,3.121486155,0.965015132,2.693199453,1.622157452,2.42294594,3.00508072,3.682126389,5.298879396
121,6.105,3.012659652,0.932165006,2.667529087,1.574394529,2.339533118,2.882899852,3.553618183,5.102130118
122,6.155,2.978843382,0.923328544,2.622676128,1.546655475,2.308916116,2.864084527,3.514282783,5.093653691
123,6.205,3.020410925,0.954380742,2.771207205,1.520710651,2.333955861,2.908630231,3.567253369,5.20228151
124,6.255,3.126436693,1.024023864,2.84997911,1.507177574,2.386629295,3.007050375,3.739592629,5.451914068
125,6.305,3.322614728,1.131507982,2.900977046,1.504195449,2.515815634,3.192146409,3.985250863,5.920502503
126,6.355,3.620237915,1.259077415,3.212596583,1.554994924,2.709727305,3.488370727,4.373135864,6.429934508
127,6.405,4.004458637,1.44244375,3.575654017,1.640445048,2.951118787,3.846146794,4.886755963,7.212730379
128,6.455,4.365271877,1.607620509,4.062797286,1.7167546,3.195894958,4.200396576,5.360076561,7.954026346
129,6.505,4.591138857,1.708199998,4.179139736,1.731084503,3.357884084,4.413531811,5.668279269,8.3435389
130,6.555,4.621585545,1.733462317,4.222341011,1.677908545,3.374923431,4.46520628,5.690830794,8.434476757
131,6.605,4.496269567,1.715862174,4.476211078,1.663455505,3.236088228,4.367014456,5.549594712,8.264564001
132,6.655,4.291456054,1.708166155,3.858449391,1.586016183,3.028993384,4.104473552,5.318419456,8.159169763
133,6.705,4.12948306,1.736859836,3.260326656,1.494342445,2.837812936,3.89995879,5.170021757,8.069203812
134,6.755,4.121485343,1.797494742,3.42452483,1.500292538,2.775865502,3.857975194,5.163656575,8.328357413
135,6.805,4.345636859,1.906660029,3.745425956,1.552290375,2.94213826,4.08149994,5.391728883,8.835790991
136,6.855,4.667532852,2.011169754,3.571103146,1.663906213,3.219861448,4.393902089,5.759539311,9.461902594
137,6.905,4.885319815,2.039124377,4.120284211,1.79767521,3.388428525,4.604191278,6.032103544,9.712245006
138,6.955,4.966931222,1.950370697,4.242943742,1.987480659,3.544256576,4.680630435,6.102815253,9.472866664
139,7.005,4.979285066,1.887916596,4.088526237,2.105999594,3.627187216,4.708711859,6.037421098,9.414869612
140,7.055,5.014000636,1.835016022,4.078888293,2.194505017,3.700731611,4.748141969,6.060404419,9.295749596
141,7.105,5.184981601,1.931895088,4.457040828,2.133420794,3.827966767,4.925272981,6.289921277,9.676986123
142,7.155,5.189216374,1.88463687,4.758282849,2.124345075,3.853280613,4.967988684,6.293492718,9.436637428
143,7.205,5.161345881,1.871477434,4.598790418,2.081398979,3.839236399,4.952465853,6.275435851,9.349626176
144,7.255,5.165342748,1.838578823,4.57554393,2.130968049,3.862929812,4.983273264,6.267403263,9.25547869
145,7.305,5.29583574,1.90729875,4.48404417,2.12757147,3.934931488,5.078376147,6.493583056,9.457202288
146,7.355,5.585648899,2.076793227,4.728929117,2.232958177,4.065596259,5.341621363,6.853427981,10.13977997
147,7.405,6.007896979,2.338290222,4.615050488,2.33788846,4.293378723,5.731469861,7.400153189,11.28987684
148,7.455,6.468814953,2.597503581,4.78376628,2.496159946,4.530151462,6.126645851,8.004302643,12.38750766
149,7.505,6.823267904,2.76277105,5.227589903,2.62451871,4.72200253,6.478064027,8.512614477,13.06442239
150,7.555,6.954562775,2.776107653,5.637418877,2.674084246,4.831892097,6.624744502,8.682543186,13.20987276
151,7.605,6.834859314,2.625539481,6.027363432,2.73565527,4.842267832,6.526690378,8.485261869,12.79229057
152,7.655,6.539978302,2.373688426,5.715395477,2.767391057,4.783220705,6.255120104,7.981002273,11.8817597
153,7.705,6.184991976,2.097264742,5.297013282,2.793378161,4.654308105,5.942930837,7.45748867,10.93827002
154,7.755,5.856251792,1.869511821,5.183690274,2.718015371,4.530188902,5.663386534,6.962345369,10.06272763
155,7.805,5.567689364,1.678812359,5.053093395,2.683046695,4.404467312,5.415880287,6.540608836,9.350448373
156,7.855,5.316743959,1.522876542,4.939414198,2.65947205,4.265811518,5.191727167,6.216955175,8.710890349
157,7.905,5.09422938,1.419142797,4.55307271,2.602751749,4.129933441,4.988546681,5.935708302,8.190605053
158,7.955,4.912107928,1.37380025,4.498426415,2.497450654,3.98771394,4.80169952,5.715446054,7.905273547
159,8.005,4.753443086,1.378074331,4.318861466,2.355036996,3.824924153,4.637667953,5.542724206,7.768783977
160,8.055,4.545570276,1.339615575,4.225709746,2.264459643,3.622408502,4.428377196,5.33739125,7.487694304
161,8.105,4.326385002,1.317218556,3.978727234,2.110016477,3.407549241,4.207378999,5.109733196,7.231805905
162,8.155,4.089707541,1.326154187,3.763061271,1.913949195,3.14808976,3.966238451,4.864434849,7.026297772
163,8.205,3.985946336,1.344204122,3.624787724,1.821007932,3.023475221,3.842046967,4.777210756,6.953473114
164,8.255,4.249608695,1.324722231,4.077028348,2.066096853,3.314829636,4.136888491,5.032932963,7.162733087
165,8.305,4.614030643,1.321134228,4.200051606,2.395780472,3.679472793,4.488258486,5.410108882,7.536543795
166,8.355,4.940932277,1.362802512,4.751741332,2.599177336,4.002005942,4.839589088,5.750008723,7.934041154
167,8.405,5.199151566,1.389764076,4.929262461,2.835836409,4.240833275,5.088364602,6.02319323,8.251009522
168,8.455,5.344064783,1.369802128,5.00391207,3.01606574,4.399907012,5.224123508,6.135568573,8.347761736
169,8.505,5.447217454,1.354971825,5.084759511,3.087834626,4.531673433,5.337662856,6.224151449,8.392041012
170,8.555,5.524782319,1.348170146,5.250847325,3.152321182,4.617670256,5.418957101,6.312232541,8.454159014
171,8.605,5.566055883,1.302780404,5.259580671,3.252598878,4.710037198,5.475458774,6.317165991,8.413811399
172,8.655,5.587468641,1.250142807,5.463414187,3.373236642,4.757333069,5.507239539,6.317255444,8.329039634
173,8.705,5.57220463,1.196973764,5.455967832,3.440722076,4.768415478,5.505261987,6.276090835,8.160486891
174,8.755,5.564459311,1.178873038,5.425355105,3.476266772,4.76404891,5.490121999,6.252714506,8.15014974
175,8.805,5.608345133,1.221010512,5.293856939,3.468356915,4.801623973,5.523764148,6.313377779,8.282807415
176,8.855,5.643010209,1.271034978,5.238674824,3.398068181,4.796126024,5.545364481,6.384975356,8.406574032
177,8.905,5.639833698,1.321584845,5.47317868,3.307017075,4.758332018,5.553834393,6.415868621,8.45857331
178,8.955,5.589551177,1.374988528,5.478809454,3.186468003,4.667298687,5.512140961,6.393742738,8.522394132
179,9.005,5.474503868,1.376839294,5.269246354,3.042670093,4.540435095,5.378598933,6.281876536,8.481789189
180,9.055,5.329045234,1.371812079,4.954847022,2.951403825,4.399729169,5.219265266,6.131296724,8.345489564
181,9.105,5.152235514,1.354761071,4.887237901,2.792412508,4.226540795,5.029257857,5.961968626,8.146605892
182,9.155,4.972992845,1.336924681,4.687431221,2.682188039,4.050109039,4.868004744,5.760878044,7.901081622
183,9.205,4.830018908,1.326202808,4.452880104,2.58511563,3.919393798,4.724762943,5.614170307,7.732835668
184,9.255,4.725435173,1.313747651,4.618205987,2.499466704,3.806103728,4.621079122,5.527483762,7.610867447
185,9.305,4.661143457,1.310905261,4.268160424,2.457222798,3.748501391,4.543463241,5.430904324,7.598453122
186,9.355,4.653426415,1.316468464,4.210788056,2.447532294,3.753560628,4.52423242,5.409656603,7.657811522
187,9.405,4.702905118,1.342194374,4.370578061,2.490080183,3.778057201,4.561282463,5.456858468,7.778419192
188,9.455,4.814493651,1.404984935,4.584985583,2.488714941,3.847981216,4.680549502,5.595604741,7.999565963
189,9.505,4.995872881,1.504419835,4.735042223,2.573133797,3.956685212,4.844606579,5.825066446,8.517883295
190,9.555,5.236668098,1.587739514,4.860752768,2.625390907,4.146096616,5.074860816,6.116452628,8.861887809
191,9.605,5.476885108,1.600736745,5.121395663,2.811205163,4.380091316,5.312427643,6.374943237,9.136973425
192,9.655,5.593002689,1.527494345,5.30530895,2.948643495,4.556017671,5.463646422,6.453271025,9.003813967
193,9.705,5.422758484,1.416819557,5.022936359,2.952953215,4.469489951,5.278648714,6.230797358,8.642539443
194,9.755,4.96444674,1.273648788,4.592645248,2.844310966,4.074844163,4.831573019,5.692913938,7.789102333
195,9.805,4.597500234,1.211656427,4.22785925,2.606556476,3.749941355,4.462391397,5.278236827,7.383882437
196,9.855,4.518476597,1.282274825,4.196971202,2.482997936,3.615557366,4.377576394,5.2351827,7.451885808
197,9.905,4.58580737,1.34552608,4.192785357,2.385539412,3.654943388,4.448731043,5.333593567,7.622293392
198,9.955,4.584319301,1.281795136,4.176053374,2.496836092,3.70512001,4.447260836,5.298834107,7.472361979
199,10.005,4.560023208,1.238601239,4.253166347,2.448378423,3.730374805,4.442147543,5.255659488,7.319548022
200,10.055,4.557061324,1.221854826,4.358884106,2.446262055,3.732418944,4.457723294,5.26512269,7.200103144
201,10.105,4.557011879,1.201289695,4.384061679,2.458969527,3.747641672,4.469110016,5.271114976,7.240477431
202,10.155,4.555198224,1.180410215,4.486722375,2.493135804,3.757218468,4.484712468,5.244921338,7.155661741
203,10.205,4.544090621,1.168450605,4.409040067,2.441885684,3.769216774,4.472324996,5.220344548,7.056600392
204,10.255,4.513888101,1.162424903,4.452457973,2.466529767,3.748352892,4.444370156,5.185949262,7.021225335
205,10.305,4.461816402,1.16284275,4.265149959,2.396814794,3.68802734,4.388375765,5.121693505,6.992485
206,10.355,4.398417591,1.157629048,4.396203908,2.362274519,3.616688273,4.33817032,5.069991836,6.906054877
207,10.405,4.338243097,1.15401657,4.296415599,2.310165532,3.553440444,4.267682644,5.011230975,6.850828015
208,10.455,4.285000976,1.157336318,3.939019507,2.261739902,3.500133364,4.191521276,4.965259447,6.810056893
209,10.505,4.229611066,1.15338017,3.975633726,2.258000546,3.437281195,4.132478632,4.917171222,6.762338166
210,10.555,4.188709307,1.152758563,4.020354254,2.216430257,3.409037234,4.093069837,4.855211468,6.702203634
211,10.605,4.157159819,1.149217839,3.957862863,2.177983509,3.376573512,4.063297124,4.831643654,6.702784691
212,10.655,4.129553032,1.140850067,3.913825073,2.196628871,3.339184374,4.037922678,4.783962661,6.659962383
213,10.705,4.101242254,1.131065711,3.978200757,2.18893036,3.307243359,4.008295931,4.74983439,6.655787658
214,10.755,4.085618332,1.118098255,3.772385558,2.166262512,3.313192499,3.994742396,4.738488475,6.548492001
215,10.805,4.071357868,1.114933796,3.87160241,2.162641128,3.301851325,3.98686588,4.731315516,6.431154849
216,10.855,4.065907936,1.1150322,3.957474221,2.143019828,3.293236678,3.985213289,4.727485808,6.464968158
217,10.905,4.062153309,1.111557426,3.834403034,2.117731448,3.295572691,3.973794158,4.722439155,6.424163132
218,10.955,4.066050723,1.10726716,3.777642398,2.151816697,3.305544414,3.974005906,4.740848078,6.46059965
219,11.005,4.067712737,1.098220001,3.731697191,2.182956524,3.30915501,3.977262372,4.739769346,6.474041414
220,11.055,4.06638557,1.092778194,3.776919536,2.182947416,3.319738258,3.978989759,4.731384959,6.461419399
221,11.105,4.068927322,1.088888803,3.778678402,2.189805042,3.312213247,3.974380833,4.712898665,6.47149449
222,11.155,4.079246547,1.093025119,3.777708152,2.212380396,3.326142302,3.99020034,4.720124966,6.474462298
223,11.205,4.094132936,1.095373518,3.783078123,2.223212916,3.346742606,4.005360181,4.740789287,6.513806773
224,11.255,4.107721039,1.092619773,3.771848815,2.241366163,3.374338612,4.020060761,4.75317691,6.462661433
225,11.305,4.124858663,1.092294967,3.870989054,2.238912034,3.39329971,4.040992708,4.764416512,6.493231539
226,11.355,4.140663977,1.086490783,3.871445656,2.250374247,3.408642688,4.052865147,4.791030778,6.48707181
227,11.405,4.156484639,1.079111883,3.898704868,2.25111218,3.430048688,4.071800705,4.806599427,6.466548741
228,11.455,4.175355982,1.075259997,3.884825175,2.282842209,3.450252197,4.088320591,4.820294546,6.509011211
229,11.505,4.192883441,1.067969721,4.190624115,2.304807707,3.463928077,4.131884161,4.835667634,6.530709388
230,11.555,4.204770258,1.057785243,4.120180984,2.357142095,3.482577246,4.13699062,4.845252486,6.4717017
231,11.605,4.210902253,1.045729033,4.086216448,2.378309102,3.494531319,4.139278219,4.86458027,6.447248742
232,11.655,4.219214409,1.035570472,4.059294163,2.370130389,3.510383562,4.147407358,4.857453415,6.394158788
233,11.705,4.223487654,1.023594515,4.045816612,2.412257596,3.526863082,4.157562727,4.844269712,6.397198376
234,11.755,4.219805539,1.006607979,4.082071314,2.439108026,3.536054388,4.151521371,4.83093426,6.356623978
235,11.805,4.209879095,0.986363446,4.096066561,2.465521718,3.532087702,4.147777845,4.806004712,6.322290602
236,11.855,4.189441789,0.958028791,4.100255968,2.498601543,3.528790535,4.127612477,4.766263365,6.26773649
237,11.905,4.163399175,0.933646675,3.995803058,2.533280347,3.515334756,4.100626739,4.728115981,6.200708499
238,11.955,4.131752441,0.914057383,3.960450041,2.556560073,3.501922362,4.060268391,4.678611331,6.102798302
239,12.005,4.094186567,0.900662831,3.846907199,2.548678234,3.47655576,4.017519042,4.627786902,6.056345128
240,12.055,4.052903541,0.898902709,3.838987221,2.510681854,3.443191603,3.972961948,4.569729945,6.069046647
241,12.105,4.004300176,0.891886508,3.767677847,2.459149317,3.407019103,3.928118077,4.514557356,5.969983061
242,12.155,3.943477279,0.876721189,3.756321184,2.40144378,3.352403705,3.87171961,4.45142846,5.884661302
243,12.205,3.871754783,0.854254347,3.665861266,2.345572614,3.298503077,3.808306457,4.377951658,5.74343418
244,12.255,3.795333444,0.828889755,3.608210917,2.321004641,3.23926957,3.738792967,4.301832333,5.584248709
245,12.305,3.721260778,0.804251564,3.655341285,2.273802238,3.172513499,3.673317706,4.209675845,5.457179974
246,12.355,3.658926579,0.776238752,3.607261679,2.257389473,3.130708779,3.611443292,4.13996254,5.319991408
247,12.405,3.610477897,0.731667008,3.478093363,2.309862908,3.096969304,3.566227262,4.070185117,5.149246978
248,12.455,3.572360855,0.680534039,3.448384276,2.330198921,3.104463127,3.532562075,4.00415562,5.007599504
249,12.505,3.550035638,0.638467339,3.493547683,2.378487152,3.108202439,3.518214458,3.962690871,4.897881748
250,12.555,3.570083964,0.604116105,3.483351342,2.448220848,3.157337715,3.548493035,3.955918516,4.840693483
251,12.605,3.734949505,0.597215717,3.669919459,2.636778144,3.327396784,3.706529381,4.106234297,4.999407309
252,12.655,3.990644521,0.637686951,3.94322404,2.792728323,3.557501071,3.969617734,4.40097231,5.311481494
253,12.705,4.119322211,0.690517897,4.067643805,2.812322221,3.648473614,4.102602849,4.563906987,5.511697938
254,12.755,4.061273109,0.715865644,3.960873211,2.713396609,3.581484074,4.033631703,4.521939606,5.54057318
255,12.805,3.857262806,0.751567085,3.845246744,2.477495821,3.334283656,3.827655165,4.329986999,5.456715537
256,12.855,3.764763965,0.786214901,3.6061277,2.309761814,3.229122251,3.732458502,4.274723367,5.369376997
257,12.905,3.783517993,0.777857719,3.769808745,2.317927911,3.25747215,3.766363026,4.290851848,5.392984896
