-3.440996338940463062e+01 -4.691573653377454889e+01 -2.864220569497663860e+01 -1.844132908630432865e+01 -1.575936687005517456e+01 -2.273065160861316514e+01 -3.196088087118353727e+01 -3.461085245887697681e+01 -5.048295353751331760e+00 -1.978482230438563505e+01
-3.730879409129573610e+00 7.990259221801594425e-01 2.680378060066012313e+00 1.041173740842396445e+00 2.535566578293276141e+00 -1.158414725840910542e+00 2.527681640290666554e+00 -2.883018936575371338e+00 -7.937562875411323660e-01 -9.237196907417682956e-02
4.805442835328234352e+00 5.071773227156378683e-01 2.083389036020517615e+00 5.056456623479772539e+00 -1.514726831963958853e+00 3.521326064124724375e+00 -3.509830624582114478e+00 -6.209060536005648334e-01 -1.606671712217863535e+00 -8.366792083647893730e-01
5.617726491300181202e-01 -1.568450399870466638e+00 8.725548273698645607e-01 1.230320030528676278e-01 1.428975806065129639e+00 -4.418030282289542310e-03 -8.850642854428085460e-02 -1.127522774226147551e+00 -2.059522331910887072e+00 -1.970613022048026020e+00
-2.323790941185876147e+00 4.469755773792799536e-01 -1.842440921269750342e+00 -2.935653995875711075e-01 3.753999484029883149e+00 4.204288787245284098e+00 2.362816152845673701e-01 9.878656698307508588e-02 2.556149561695500783e+00 1.463674796321663973e-01
2.411815806074003032e-01 2.690742780443279969e+00 9.778965485028956461e-01 1.649240513968389443e+00 1.879349318571922334e+00 -1.338890816121551586e+00 1.695568611061569309e+00 6.890128552568351994e-01 3.344914488211131465e-02 -2.755908621177940998e-01
1.015512385953440511e+00 -2.659314692608891750e-01 -4.458100065965013292e-01 -1.382909705537164191e+00 1.717481410420607313e+00 -7.715669018248509647e-02 -1.718235428564943157e-01 1.501635909257883518e-02 1.741743992874400737e+00 1.064313859843116106e+00
-5.385332812872833941e-01 5.085860590199211551e-01 3.911251539111925690e-01 9.370724730471666764e-01 -1.811430813867659015e-02 -5.366078665356395216e-01 -3.202616700368258185e-01 -2.587368362636615071e-01 2.031927944136447672e-01 1.017569898626497604e+00
2.320627815249853398e+00 -1.036864163850674814e+00 -3.674208659046134806e-01 -5.366877462881285421e-01 5.754707384546704496e-01 -1.176922938728517609e+00 -3.084863286557346207e+00 -5.935328038686877861e-01 -8.477350927344391440e-01 8.161547094139330882e-01
-7.846794204820080054e-01 1.082930027952141022e-01 2.572694052092306949e-01 -1.735903645670681394e-01 -3.317163903896686028e-01 1.715121711655143155e-01 5.014822917580571277e-02 -6.214492310000883091e-01 -6.661300933512305511e-02 -9.564887483328292361e-02
7.182413451104117108e-01 6.330882111017162306e-02 -1.682488670863674929e-01 3.388193989031094699e-01 2.180341826921564641e-01 -1.641028442875188675e-01 -1.085731627593266857e-01 -7.970465289416716059e-01 2.969734062800628571e-01 2.340293931320157686e-02
-5.861080830134630243e-02 -2.393160347276120370e-01 -8.626077524044895029e-01 1.639976807920290325e+00 -3.281676493857715315e-01 -6.836062769213805401e-01 7.758145128929435641e-01 -2.854527094707972612e+00 4.938423420712233919e-02 7.146051045102843613e-01
-1.951953734533102836e-01 -1.297382180539009278e-01 6.953255084075848913e-01 1.309508929440533487e-01 -1.129212516127017507e-01 4.592971778764851631e-01 -1.956350528599566374e-01 -8.329370581483470648e-01 6.390635641614674789e-01 -1.767234500950806586e+00
-2.103341544222336323e-01 6.107713520372371613e-02 -8.793896930691057212e-02 -6.313857102680318079e-01 -6.684952608760164061e-01 -4.926428064058500644e-01 1.829719808411575943e-01 -3.122795208620607887e-01 -5.662493637560844784e-01 -2.858889142967108721e-01
2.533549270826708222e-01 1.370311743692639028e-01 -5.145426314107348631e-01 5.599996759529505264e-01 -1.204225933918557229e-01 -3.648470010921133367e-04 2.404326893259569053e-01 -2.930168019374949223e-02 -6.882748719381601710e-01 1.724588095717034530e-01
-6.149443504899264334e-02 -4.609547291374561234e-02 2.841321036255933241e-01 9.603651243869578552e-03 -1.335271471500749652e-01 -4.146294729872748719e-02 -2.675098365243058773e-01 -4.928673061351104140e-02 5.688920428836609366e-02 -2.373797059205016990e-01
4.441124990827066688e-01 4.759698163615528332e-01 -7.248481490563194463e-01 1.773939032100170510e-01 4.334055126098121380e-01 3.550695935489983079e-01 -2.763312090702905177e-01 6.082964006043838773e-03 -2.222258210128177924e-01 -1.291941311523389369e-01
2.073774782254981519e-01 3.464663596645580768e-01 1.045198371176919938e+00 -1.977206322968823038e-01 2.565140773631287563e-01 -4.921214625038280305e-02 -1.931931311180172806e-01 1.231595803058129351e-01 -1.598470831335264131e-01 3.677752980812264427e-01
4.444598883584660598e-01 2.174441571533649031e-01 -1.446184852175270708e-01 2.009287489647962680e-02 2.021069740047238272e-01 -1.541828578163236818e-01 -1.841996386040247458e-01 -1.511795535405021929e-01 -4.892334919743462907e-02 -3.471302192127367903e-02
-1.893354909750485926e-01 -3.985325201261540745e-02 5.971975586351967874e-02 -4.386205566507506495e-03 -9.348284420085747892e-02 2.923177069757215141e-01 2.020309173267660630e-01 -3.204155597626987539e-01 3.706587576658727790e-02 2.649063301821107941e-01
1.387324136532803731e-01 1.487467233620912987e-01 1.872122845649022427e-01 -3.908478350274424140e-01 3.518450964934906333e-02 -4.459379107605856429e-01 -9.237608783945575053e-02 -4.913864726912761660e-02 -1.110589832448747316e-01 -7.277328484266217812e-01
